SKU,Description,Length_in,Width_in,Height_in,Weight_lbs,Eaches,Weekly_Picks,Tray_Config,Pick_Priority
SM-03102,Blind Rivet,5.3,1.42,2.49,6.43,4,3,4,211
SM-01542,Lubrication Nipple,7.97,5.13,2.21,6.22,20,8,2,84
SM-03308,Gas Spring,8.22,8.97,3.52,7.07,10,1,2,1095
SM-03476,Fuse 30A,2.89,3.35,1.37,5.58,2,0,3,950
SM-00050,Threaded Rod,7.99,10.33,1.44,1.62,26,0,2,1120
SM-03276,Relay 24V,6.4,2.34,3.22,0.32,21,4,3,253
SM-00681,DIN Rail Mount,16.42,6.18,2.97,0.3,5,1,2,786
SM-02279,Proximity Sensor,7.19,6.99,1.75,1.32,35,2,2,659
SM-01365,Wire Connector,0.83,4.01,1.09,7.76,6,0,4,502
SM-03160,Hydraulic Filter,11.24,10.89,4.3,2.55,11,7,1,47
SM-02492,Filter Cartridge,8.65,3.01,3.89,5.03,4,1,3,679
SM-00113,Needle Bearing,0.94,9.32,4.81,1.77,5,0,4,462
SM-00198,Ball Valve,10.42,6.62,1.71,5.16,11,0,2,1137
SM-01483,Flow Control,17.05,9.98,2.7,0.62,1,3,1,150
SM-02722,Ring Terminal,12.7,6.68,0.86,2.97,38,4,2,354
SM-03024,Snap Ring,16.52,9.08,3.52,0.98,1,1,1,384
SM-01732,Set Screw,4.3,10.0,0.5,5.07,33,1,2,910
SM-02114,Snap Ring,14.89,7.19,1.05,4.75,7,1,2,970
SM-01320,Needle Valve,0.34,8.01,1.71,6.56,37,3,4,162
SM-01574,Roller Bearing,8.47,8.0,4.04,0.59,6,11,2,42
SM-01018,Bumper,16.39,4.08,4.09,1.27,8,7,2,123
SM-03180,Oil Seal,2.97,3.49,2.46,2.84,25,0,3,929
SM-02401,Breather Cap,1.53,6.62,0.9,6.37,12,1,4,399
SM-00231,Piston Seal,13.02,7.87,1.92,6.62,1,4,2,293
SM-01847,Shim Pack,16.78,4.74,2.64,0.33,15,1,2,925
SM-02367,Check Valve,5.57,5.46,4.09,5.51,16,0,2,1336
SM-02701,Cotter Pin,8.62,9.35,2.63,1.8,15,2,2,674
SM-01307,Knob,13.61,6.13,2.31,1.58,4,8,2,82
SM-02786,Overload Relay,3.8,5.29,3.2,1.16,16,1,3,705
SM-01415,Circuit Breaker,13.21,11.39,3.22,3.49,11,1,1,307
SM-03192,Handle,12.3,1.42,4.79,6.51,3,4,4,143
SM-00176,V-Belt,2.07,4.65,4.18,7.77,9,3,3,265
SM-03410,Check Valve,8.16,9.38,4.49,0.56,4,0,2,1425
SM-00297,Pillow Block,4.02,6.92,3.36,0.99,4,3,2,387
SM-02791,Pin Terminal,0.72,6.44,2.05,2.38,4,0,4,560
SM-00078,Breather Cap,4.12,7.59,2.66,1.05,21,6,2,147
SM-02573,Lubrication Nipple,15.12,0.7,0.77,2.67,20,4,4,139
SM-01709,Strainer Element,9.5,11.23,4.18,5.06,1,1,1,321
SM-02221,Machine Screw,14.55,6.17,1.35,6.75,4,7,2,131
SM-03231,Piston Seal,7.42,11.63,3.59,2.69,5,4,2,364
SM-02834,V-Belt,3.35,2.13,3.26,1.4,13,0,3,911
SM-01495,Roller Bearing,16.96,1.37,2.05,6.51,1,1,4,349
SM-02307,Compression Spring,17.18,6.41,4.6,3.25,2,0,2,1332
SM-03164,Machine Screw,7.49,1.16,3.83,3.13,5,2,4,273
SM-00088,Torsion Spring,10.06,5.23,1.14,2.13,28,1,2,713
SM-02065,Butt Splice,5.54,7.0,1.65,2.91,2,1,2,961
SM-02310,Tee Fitting,2.32,6.41,0.67,4.98,49,1,3,668
SM-01400,Terminal Block,8.03,9.68,1.69,6.74,13,5,2,224
SM-01824,Extension Spring,10.19,5.89,2.37,2.56,22,6,2,160
SM-00641,Sealed Bearing,16.21,9.36,4.13,1.21,1,5,1,61
SM-03270,Filter Cartridge,14.36,2.26,2.38,5.99,13,3,3,398
SM-01013,Elbow Fitting,17.37,9.89,1.94,1.75,18,3,1,142
SM-01090,Cap Screw,16.36,8.92,2.42,0.1,7,1,1,292
SM-01501,Pillow Block,10.26,1.55,4.74,5.23,1,0,4,503
SM-02410,Photoelectric Sensor,2.22,10.87,0.92,4.58,23,1,3,673
SM-00131,Latch,15.52,0.72,0.81,2.16,28,1,4,285
SM-01891,Vibration Mount,7.49,11.6,2.61,1.92,8,1,2,931
SM-01564,Vibration Mount,7.66,10.29,2.97,4.15,11,1,2,891
SM-02240,Level Switch,15.32,6.67,0.71,5.47,17,5,2,247
SM-02264,Oil Seal,4.96,3.19,2.59,1.67,4,1,3,664
SM-03152,Rivet,7.65,7.7,2.6,1.07,6,0,2,1406
SM-03489,Temp Sensor,16.53,8.56,4.81,4.32,4,0,2,1431
SM-00751,Piston Seal,5.48,5.38,0.87,1.97,15,0,2,1194
SM-01293,Gear,10.61,8.18,4.15,2.92,4,1,2,855
SM-00975,Shock Absorber,11.47,8.15,2.43,6.18,14,1,2,820
SM-03288,Spade Terminal,5.16,4.33,4.67,6.27,4,8,2,112
SM-03135,Piston Seal,1.2,6.11,2.95,1.73,2,1,4,436
SM-01923,Bumper,4.25,2.23,0.73,6.08,1,1,3,640
SM-02628,V-Ring Seal,11.52,3.12,4.68,7.16,6,2,3,456
SM-00725,Needle Bearing,5.64,10.09,3.54,1.37,6,8,2,78
SM-00612,Coupling Insert,14.45,11.75,3.13,5.81,7,3,1,131
SM-01337,Signal Lamp,2.58,10.05,4.18,3.72,7,0,3,840
SM-03407,V-Ring Seal,16.97,2.13,0.56,4.51,10,3,3,406
SM-03440,Timing Belt,12.01,6.34,4.01,4.76,5,1,2,1107
SM-03128,Oil Seal,7.03,7.17,4.41,6.97,9,6,2,171
SM-02304,Timing Belt,14.63,4.28,1.18,4.83,8,2,2,662
SM-00534,Wave Spring,11.49,4.05,3.38,7.46,15,0,2,1175
SM-00899,Check Valve,16.66,10.88,1.68,4.62,13,5,1,64
SM-00816,Piston Seal,14.37,5.93,2.6,4.76,11,4,2,310
SM-01026,Rivet,7.43,7.12,4.84,3.64,11,0,2,1216
SM-00718,E-Clip,9.89,7.27,3.32,4.66,4,5,2,202
SM-01514,Threaded Rod,2.05,2.12,2.06,5.65,38,6,3,120
SM-00660,Air Cylinder,16.53,6.08,0.52,6.68,37,2,2,604
SM-00724,Set Screw,0.63,11.68,2.9,4.21,7,1,4,315
SM-00867,Snap Ring,16.01,0.81,1.55,6.2,5,3,4,157
SM-03257,Flange Nut,9.53,1.55,3.89,2.05,1,9,4,24
SM-02300,Overload Relay,4.96,11.89,1.12,6.83,41,5,2,250
SM-02640,Wing Nut,2.25,11.19,2.81,2.06,14,3,3,366
SM-02199,Clamp,1.77,10.82,1.94,7.75,13,2,3,450
SM-02234,Gear,10.62,7.98,4.15,2.44,5,0,2,1324
SM-00734,Key Stock,2.95,0.51,1.26,6.51,17,5,4,81
SM-02590,Set Screw,4.26,10.45,1.93,5.75,15,2,2,671
SM-01915,Master Link,16.79,9.62,2.75,4.07,7,8,1,29
SM-01687,Grease Fitting,10.11,3.92,1.44,0.2,18,0,2,1272
SM-03048,Set Screw,3.93,2.84,0.99,6.76,44,2,3,471
SM-03156,Flat Washer,2.18,8.76,1.35,5.07,11,1,3,735
SM-01112,Gear,9.84,9.38,4.5,4.16,5,1,1,294
SM-00697,Overload Relay,10.47,1.43,3.41,0.84,4,3,4,155
SM-01750,Wave Spring,12.97,1.52,4.53,5.47,2,0,4,516
SM-01984,Retaining Ring,15.55,7.27,3.83,0.34,5,0,2,1300
SM-01437,Fuse 5A,5.42,0.87,4.16,6.8,8,2,4,247
SM-03432,Contactor,2.13,3.57,3.27,5.78,29,0,3,944
SM-00162,Blind Rivet,7.19,7.68,2.57,6.29,24,5,2,183
SM-02909,Hinge,8.51,5.03,1.31,0.12,20,4,2,358
SM-00846,Fuse 15A,4.93,9.32,1.6,3.06,21,2,2,610
SM-01723,Lock Nut,5.0,7.75,2.03,7.89,3,0,2,1276
SM-01269,Timing Belt,12.2,11.56,3.85,2.0,6,7,1,41
SM-02650,Torsion Spring,10.73,9.36,4.66,2.98,6,7,1,45
SM-01646,Fender Washer,2.3,7.55,3.86,5.98,3,1,3,619
SM-02797,Latch,9.57,1.64,3.14,2.01,14,2,3,463
SM-02112,Pressure Switch,17.35,6.42,2.29,6.73,8,3,2,498
SM-00987,Latch,4.91,5.26,4.27,3.37,28,0,2,1210
SM-03363,Pin Terminal,10.56,6.6,1.65,5.44,17,1,2,1103
SM-01246,Shock Absorber,14.13,9.13,1.21,4.46,26,2,1,205
SM-02011,Filter Cartridge,6.28,7.5,2.58,7.61,9,14,2,14
SM-03357,Ball Valve,17.71,11.26,0.9,6.47,15,2,1,233
SM-00999,Oil Cup,7.8,11.77,4.76,3.84,2,0,2,1214
SM-01944,Spacer,4.0,8.73,4.51,0.47,13,1,2,939
SM-00566,Photoelectric Sensor,5.58,5.68,3.73,4.27,15,4,2,305
SM-00387,Cap Screw,11.08,11.11,3.35,0.95,12,2,1,192
SM-01810,Piston Seal,16.87,4.1,4.43,2.96,5,1,2,920
SM-00892,Hex Nut,12.28,4.13,3.71,7.79,10,3,2,431
SM-03349,Stud Bolt,5.1,8.38,1.82,5.03,42,6,2,177
SM-01280,Sprocket,11.4,4.49,0.68,3.48,24,1,2,854
SM-00565,Gasket,17.81,1.65,1.6,0.46,20,3,3,285
SM-00531,Wire Connector,17.62,2.08,2.08,7.77,8,3,3,283
SM-01314,Hex Bolt,16.0,11.41,4.27,1.82,1,1,1,301
SM-00629,Oil Filter,13.74,3.25,4.53,1.5,2,7,3,84
SM-01306,Ring Terminal,17.39,10.79,2.36,4.38,7,7,1,42
SM-00994,Pulley,8.95,1.6,3.6,1.9,3,1,4,330
SM-00494,Needle Valve,14.85,11.24,4.57,2.92,1,5,1,57
SM-03474,Filter Cartridge,2.68,7.43,4.12,3.93,9,6,3,139
SM-00234,Cable Gland,16.48,8.4,1.92,3.51,3,7,2,116
SM-01397,Master Link,7.96,0.82,3.46,5.82,3,8,4,31
SM-00316,Quick Coupler,12.39,11.47,4.09,4.09,6,2,1,190
SM-01982,Machine Screw,4.29,3.47,1.66,3.68,11,4,3,232
SM-01469,Hinge,2.48,0.75,0.56,3.05,9,3,4,168
SM-01410,Photoelectric Sensor,6.18,4.28,1.44,4.77,49,5,2,225
SM-03314,Ball Valve,2.12,10.05,4.97,2.64,3,8,3,76
SM-03356,Fuse 5A,12.49,6.82,4.73,1.74,4,12,2,38
SM-00861,Push Button,2.35,6.64,1.95,2.24,16,1,3,552
SM-01493,Hex Nut,11.88,5.89,4.71,3.44,9,0,2,1258
SM-03451,Needle Valve,2.66,1.35,3.72,0.33,7,8,4,44
SM-01274,Chain Link,10.47,0.82,1.53,6.38,14,2,4,245
SM-03329,Vibration Mount,4.91,11.06,3.42,3.78,8,1,2,1099
SM-02444,Pulley,1.88,11.33,1.13,7.29,14,3,3,357
SM-01672,Rocker Switch,0.44,4.6,1.47,5.12,22,1,4,356
SM-00074,Signal Lamp,7.34,9.53,2.02,6.35,1,1,2,711
SM-00273,Bumper,16.02,10.96,2.45,3.91,9,0,1,411
SM-03464,Clamp,2.62,3.91,4.33,5.37,23,0,3,948
SM-01562,Shock Absorber,7.16,3.11,4.71,7.9,4,0,3,848
SM-03452,O-Ring,17.42,6.28,2.14,7.25,4,3,2,583
SM-01718,Barb Fitting,7.68,8.48,0.52,5.56,44,2,2,644
SM-01082,Sprocket,0.58,2.8,2.5,2.98,26,0,4,491
SM-02420,Ring Terminal,9.17,10.24,2.78,0.16,12,5,1,87
SM-01450,Wire Connector,10.3,9.0,1.6,6.9,28,4,1,111
SM-00077,Toggle Switch,5.54,10.13,0.61,2.68,3,2,2,588
SM-01403,Push-to-Connect Fitting,11.26,7.19,1.93,7.37,18,1,2,867
SM-01057,Lip Seal,0.91,6.29,4.53,6.79,7,0,4,487
SM-00416,Die Spring,3.55,7.77,4.04,2.06,2,8,3,54
SM-02602,Master Link,16.89,5.5,1.83,7.3,17,1,2,1027
SM-00270,Circuit Breaker,1.89,2.89,0.66,1.14,8,1,3,516
SM-01853,Signal Lamp,16.03,8.25,3.7,0.33,1,2,2,647
SM-00817,Master Link,10.88,10.47,2.14,1.29,18,1,1,280
SM-01150,Coupling Insert,11.86,7.05,0.68,5.55,2,2,2,622
SM-03035,Proximity Sensor,10.74,11.52,3.22,4.88,9,2,1,229
SM-01479,Push-to-Connect Fitting,15.02,10.75,4.49,1.13,3,0,1,443
SM-01363,Air Filter,5.28,5.48,4.92,2.07,22,1,2,864
SM-00573,Barb Fitting,17.79,6.05,2.43,7.12,9,3,2,405
SM-02911,Stud Bolt,16.68,9.24,1.21,6.1,21,0,1,503
SM-01996,Proximity Sensor,13.84,1.88,3.07,4.72,11,5,3,180
SM-00854,Torsion Spring,16.7,5.63,1.87,2.41,18,3,2,428
SM-00095,Wave Spring,15.31,7.05,3.59,7.51,8,1,2,714
SM-00244,Latch,2.09,1.07,0.93,6.43,16,2,4,226
SM-00919,Grease Fitting,1.15,3.16,3.4,1.73,6,5,4,83
SM-02185,Bumper,0.94,7.54,1.81,4.4,11,1,4,386
SM-01133,Terminal Block,12.06,1.84,4.5,0.87,10,2,3,432
SM-00435,Chain Link,4.77,7.43,1.63,7.16,27,4,2,299
SM-02575,Breather Cap,3.1,9.23,2.86,2.14,13,3,3,363
SM-00889,Solenoid Valve,9.1,3.01,1.07,3.32,4,10,3,31
SM-03373,Fuse 10A,15.68,4.68,3.36,6.91,4,7,2,146
SM-01612,Shim Pack,10.1,3.45,2.27,1.95,3,1,3,616
SM-03285,Shaft Seal,12.72,0.79,1.51,3.51,10,2,4,275
SM-00700,E-Clip,11.51,10.21,4.18,2.37,6,1,1,272
SM-01941,Contactor,15.9,1.15,4.61,4.6,3,1,4,373
SM-02029,Barb Fitting,16.27,2.72,1.86,7.78,10,1,3,648
SM-01842,Threaded Rod,9.45,10.31,1.11,7.68,43,0,1,455
SM-00042,Retaining Ring,5.32,0.63,1.1,4.45,19,1,4,281
SM-03279,Solenoid Valve,4.53,9.94,1.91,1.07,39,0,2,1412
SM-01299,Gas Spring,2.57,7.3,4.28,1.5,8,2,3,436
SM-01321,Cap Screw,11.24,2.1,2.24,0.41,18,0,3,839
SM-02091,Retaining Ring,12.85,2.95,2.42,0.51,2,9,3,45
SM-03148,Cap Screw,4.26,1.89,1.13,4.72,10,1,3,733
SM-03081,Timing Belt,1.59,2.08,4.97,2.27,8,0,4,573
SM-00045,DIN Rail Mount,12.95,5.32,3.83,6.2,3,0,2,1119
SM-02748,V-Ring Seal,14.55,5.68,2.09,6.01,6,8,2,103
SM-02369,Relay 120V,0.68,6.45,1.71,5.06,10,3,4,186
SM-02879,Compression Spring,7.46,0.95,1.84,2.93,15,0,4,564
SM-00631,Push-to-Connect Fitting,9.26,11.43,0.71,7.82,15,0,1,418
SM-00057,O-Ring,6.62,4.87,4.26,2.55,13,1,2,705
SM-02551,Extension Spring,4.35,3.91,3.74,2.68,9,3,2,526
SM-00174,Clevis Pin,1.63,2.2,4.49,5.26,19,3,3,264
SM-02244,Pulley,7.59,6.53,4.14,5.81,5,14,2,16
SM-01770,Vibration Mount,1.29,7.94,2.32,2.05,8,4,4,129
SM-00444,Bumper,8.46,11.48,1.57,2.47,8,7,2,119
SM-01436,Hinge,4.78,3.17,1.28,7.07,33,1,3,605
SM-03251,Sprocket,15.93,6.53,4.57,2.69,2,2,2,687
SM-01876,Lip Seal,14.75,1.63,3.16,7.04,11,5,3,175
SM-01767,Gasket,7.5,11.86,2.56,1.43,8,1,2,915
SM-00205,Flat Washer,7.25,1.36,0.67,0.27,37,0,4,464
SM-02554,Proximity Sensor,6.89,7.15,1.74,3.88,25,11,2,44
SM-00856,Lock Nut,10.72,8.34,4.76,7.29,6,3,2,429
SM-02374,Knob,9.88,4.0,2.24,7.96,35,1,2,1001
SM-00984,Ring Terminal,5.22,11.2,2.93,6.07,8,1,2,821
SM-01955,Check Valve,13.54,1.1,1.92,6.78,6,0,4,526
SM-02915,Set Screw,2.43,6.8,0.9,0.37,36,1,3,717
SM-02693,Strainer Element,13.16,11.03,3.13,3.24,1,3,1,172
SM-01608,Butt Splice,1.47,6.01,1.69,1.17,15,7,4,55
SM-01009,Pop Rivet,17.14,2.19,2.48,2.65,9,3,3,302
SM-00263,Ring Terminal,14.5,1.86,1.29,4.45,4,0,3,778
SM-01619,Temp Sensor,2.99,11.41,1.71,1.75,4,14,3,9
SM-00964,Shaft Seal,14.37,6.68,4.98,7.53,1,0,2,1209
SM-03214,Fuse 30A,3.41,5.66,3.96,7.38,12,3,3,395
SM-02044,Pop Rivet,12.68,3.9,0.96,1.37,7,1,3,650
SM-00238,Wing Nut,15.75,6.74,1.46,5.59,22,8,2,68
SM-03422,Temp Sensor,6.72,1.29,1.3,5.09,7,3,4,222
SM-02400,Ball Valve,14.66,6.69,3.93,6.9,3,6,2,165
SM-03008,Timing Belt,13.73,8.0,1.35,5.72,3,3,2,553
SM-00972,Shock Absorber,16.02,5.98,2.16,2.53,1,1,2,819
SM-03443,Cotter Pin,1.25,7.23,1.14,6.5,18,0,4,588
SM-00296,Spade Terminal,4.18,4.51,3.29,0.55,34,1,2,739
SM-02738,Retaining Ring,17.61,1.43,1.36,6.47,7,5,4,109
SM-00144,Shaft Seal,10.41,6.05,3.79,3.81,11,1,2,718
SM-03379,Gas Spring,7.21,8.85,4.85,3.18,10,3,2,577
SM-00737,Contactor,15.87,7.76,1.93,0.78,14,5,2,203
SM-02868,Extension Spring,10.51,2.42,2.34,5.37,3,6,3,136
SM-00783,Lock Washer,17.54,9.52,0.55,6.11,34,3,1,136
SM-01335,Bumper,0.69,6.67,4.96,7.4,2,3,4,164
SM-02611,Terminal Block,3.26,10.52,0.51,4.33,50,4,3,243
SM-03262,LED Indicator,1.26,2.67,2.18,3.37,16,3,4,219
SM-01766,Butt Splice,6.23,0.92,4.52,0.64,6,0,4,517
SM-02846,Sealed Bearing,10.56,3.48,4.74,2.46,4,3,3,373
SM-00145,Machine Screw,13.59,7.66,1.47,4.18,9,5,2,182
SM-01989,Bumper,3.96,3.75,3.2,1.18,3,1,3,645
SM-03249,Level Switch,3.8,3.36,3.77,2.52,16,3,3,397
SM-02938,Blind Rivet,10.49,8.69,2.63,2.73,4,2,2,680
SM-01788,Solenoid Valve,4.24,3.05,3.61,6.88,23,3,3,338
SM-02958,Strainer Element,9.66,1.88,1.17,2.97,32,2,3,467
SM-00489,Fuse 5A,17.73,4.53,4.79,5.77,8,2,2,598
SM-00907,Oil Cup,5.37,5.03,3.16,5.47,30,3,2,432
SM-02131,Machine Screw,4.03,1.5,3.96,3.71,8,11,4,15
SM-03066,Retaining Ring,2.76,9.65,3.69,2.26,7,1,3,729
SM-00562,Rivet,15.35,1.4,0.93,1.57,10,1,4,302
SM-02328,Flow Control,12.1,10.42,0.99,4.58,18,0,1,481
SM-02647,Clamp,3.44,4.29,3.13,5.31,7,0,3,899
SM-00149,Relay 12V,15.53,5.73,3.26,4.78,4,0,2,1130
SM-00567,Lip Seal,9.54,11.79,1.57,2.28,16,2,1,195
SM-02429,Machine Screw,11.07,1.62,3.01,1.59,8,1,3,675
SM-01191,Anchor Bolt,7.32,9.76,1.16,2.86,33,1,2,844
SM-02423,Relay 120V,2.83,1.45,1.82,5.79,33,4,4,136
SM-01925,LED Indicator,10.63,6.13,0.78,3.3,18,4,2,337
SM-00941,Flange Nut,17.66,1.27,2.94,1.3,1,1,4,326
SM-02607,Pressure Switch,10.39,8.59,4.93,1.39,4,0,2,1359
SM-01020,Latch,5.79,11.22,3.93,7.53,6,2,2,617
SM-02970,Pulley,10.76,0.66,4.15,5.75,4,1,4,430
SM-00254,Terminal Block,12.36,6.87,1.54,4.09,9,8,2,69
SM-01036,Fuse 5A,13.19,1.07,2.17,6.83,7,5,4,86
SM-01629,Set Screw,15.28,3.8,3.89,4.05,4,4,3,227
SM-01759,Circuit Breaker,13.91,4.45,1.91,0.87,21,1,2,914
SM-00833,Handle,10.03,6.97,3.12,4.27,2,1,2,800
SM-00043,Fuse 15A,12.38,2.39,0.68,6.77,43,3,3,260
SM-01261,Shock Absorber,9.03,8.41,2.84,3.42,11,2,2,626
SM-03099,Flow Control,6.61,11.53,2.06,1.49,5,3,2,559
SM-01743,Limit Switch,16.96,0.5,1.41,7.7,21,2,4,248
SM-01489,O-Ring,4.96,0.73,4.23,6.27,5,6,4,72
SM-01682,Belt,1.01,1.74,3.55,7.94,40,0,4,513
SM-01898,Fuse 30A,3.4,1.51,2.48,6.49,9,1,4,371
SM-02622,Relay 120V,9.34,7.49,2.85,4.17,5,8,2,99
SM-01200,Push Button,8.02,1.96,4.31,5.29,11,5,3,164
SM-01576,Wire Connector,10.34,3.77,4.09,4.25,4,6,3,124
SM-00805,Fuse 30A,3.47,5.63,4.55,3.7,10,13,3,12
SM-02913,Hex Nut,14.07,5.28,2.42,0.78,9,3,2,548
SM-02975,Pillow Block,15.19,9.35,0.8,4.06,5,1,1,380
SM-03150,Limit Switch,11.53,2.62,2.3,0.36,2,1,3,734
SM-00923,Dowel Pin,8.32,9.87,0.63,3.05,37,1,2,809
SM-03436,Timing Belt,5.08,1.14,1.23,3.54,8,0,4,586
SM-00412,O-Ring,5.48,4.66,4.46,4.42,19,1,2,758
SM-01669,Tee Fitting,2.87,9.95,4.32,4.73,2,0,3,853
SM-01252,Lip Seal,8.1,0.5,0.7,4.76,31,6,4,70
SM-03076,Handle,9.27,9.77,3.4,3.97,5,2,1,230
SM-00049,Blind Rivet,16.53,2.02,2.04,0.74,9,1,3,492
SM-03413,Needle Bearing,12.61,3.35,3.84,6.05,3,0,3,942
SM-00322,Gas Spring,12.56,5.09,2.73,5.2,3,4,2,296
SM-02577,Stud Bolt,8.57,10.53,2.33,0.07,4,1,2,1023
SM-03447,Signal Lamp,12.35,4.0,4.0,3.7,7,0,2,1428
SM-00978,Oil Filter,12.54,11.39,1.32,7.34,8,5,1,66
SM-01405,E-Clip,10.68,10.08,3.84,7.9,3,13,1,8
SM-00186,Sealed Bearing,16.53,7.47,3.24,5.31,3,1,2,721
SM-01584,Belt,6.06,4.21,4.0,2.5,30,8,2,86
SM-02931,Knob,9.95,0.65,4.63,3.39,4,1,4,427
SM-02646,Level Switch,11.18,10.77,3.5,5.51,2,1,1,364
SM-01749,Fuse 30A,17.33,10.13,1.76,0.98,15,5,1,79
SM-00014,Cotter Pin,7.1,9.84,2.02,6.51,18,0,2,1114
SM-02864,Wiper Seal,9.63,9.54,4.51,2.84,14,5,1,94
SM-00977,E-Clip,17.11,2.73,1.13,3.88,10,1,3,562
SM-03438,Coupling Insert,3.79,5.14,4.26,7.62,2,7,3,113
SM-00925,Clevis Pin,16.22,6.2,1.57,6.05,20,2,2,613
SM-00251,Level Switch,5.37,9.94,2.29,6.45,10,4,2,294
SM-01407,Check Valve,8.52,7.98,4.8,6.07,10,1,2,869
SM-00037,Blind Rivet,11.17,8.74,4.42,6.09,5,0,2,1117
SM-01187,Pressure Switch,17.76,10.15,4.66,4.23,5,4,1,109
SM-03143,Timing Belt,1.19,0.6,4.54,3.54,31,3,4,216
SM-01727,Relay 12V,5.13,5.26,2.05,6.28,29,0,2,1277
SM-00069,DIN Rail Mount,7.1,9.15,4.29,0.78,5,0,2,1121
SM-00153,Clamp,14.62,10.76,3.06,0.68,2,1,1,239
SM-03078,Strainer Element,2.03,1.15,1.19,4.45,40,0,4,572
SM-03286,Terminal Block,16.47,5.21,2.45,6.23,3,0,2,1414
SM-00587,Butt Splice,13.56,3.23,3.3,5.55,5,0,3,797
SM-02694,Timing Belt,6.55,8.81,2.66,3.64,12,3,2,535
SM-03127,Lock Washer,11.83,5.23,2.56,2.37,10,3,2,563
SM-00766,Spacer,11.09,8.51,3.18,0.5,9,1,2,792
SM-00157,Cable Gland,1.07,7.64,2.08,3.93,11,1,4,287
SM-01488,Key Stock,12.8,5.97,2.62,2.37,8,0,2,1257
SM-00706,Anchor Bolt,15.11,8.38,4.67,3.24,2,1,2,787
SM-01258,Pressure Switch,11.06,10.39,1.04,7.78,38,13,1,6
SM-00185,Hex Bolt,16.04,8.17,1.73,0.87,1,3,2,379
SM-01356,Straight Fitting,17.07,1.24,1.36,4.12,3,0,4,500
SM-02399,Hinge,11.9,11.82,4.87,1.24,6,1,1,348
SM-03322,Anchor Bolt,16.52,1.79,2.81,6.07,3,3,3,400
SM-01679,Shim Pack,0.69,9.97,3.77,7.84,9,5,4,94
SM-01719,Flow Control,12.3,10.34,4.62,5.77,4,3,1,155
SM-03072,Rivet,1.66,1.6,1.35,6.07,39,3,4,208
SM-03396,Extension Spring,7.48,2.46,1.0,6.24,33,4,3,257
SM-00929,Tee Fitting,6.13,3.64,0.88,6.11,41,1,3,557
SM-00483,Set Screw,7.1,1.41,3.67,3.32,2,8,4,27
SM-00847,Contactor,11.94,9.01,2.63,3.38,9,1,1,281
SM-02985,Hex Nut,16.25,4.76,1.87,2.51,13,0,2,1392
SM-01243,Relay 12V,2.94,8.39,3.19,0.23,1,3,3,312
SM-02857,Shaft Seal,11.46,3.8,4.16,6.62,1,3,3,376
SM-00778,Shock Absorber,3.35,1.65,2.08,5.69,38,0,3,812
SM-02815,Fuse 5A,1.1,8.01,1.94,7.93,3,2,4,269
SM-02535,Die Spring,2.88,7.38,4.41,2.03,3,4,3,241
SM-03444,Thrust Bearing,16.1,10.02,2.01,2.54,18,4,1,122
SM-01334,Air Cylinder,16.82,6.97,4.23,6.07,5,3,2,455
SM-02125,Extension Spring,10.85,5.8,2.21,4.8,22,3,2,499
SM-00271,Barb Fitting,13.02,7.82,1.69,2.62,16,1,2,736
SM-00206,Circuit Breaker,13.52,8.11,3.39,6.98,2,0,2,1138
SM-02273,Belt,10.05,3.86,2.97,7.0,5,1,3,666
SM-02948,Gear,14.36,6.68,4.45,1.82,6,0,2,1388
SM-02337,Flanged Bearing,2.73,11.58,3.76,2.05,8,2,3,453
SM-00225,Pilot Light,12.42,3.17,2.51,6.86,8,1,3,514
SM-00679,Lubrication Nipple,9.5,0.69,2.54,0.6,14,1,4,311
SM-00913,Needle Valve,17.66,8.83,2.56,0.36,3,1,1,284
SM-02884,Ball Bearing,0.95,9.65,4.15,1.22,4,0,4,565
SM-00404,Bumper,12.26,10.57,2.0,7.02,20,1,1,253
SM-02589,Butt Splice,1.55,10.97,1.43,1.65,2,8,4,39
SM-00091,Oil Cup,0.96,6.66,3.99,0.13,4,3,4,147
SM-00463,Oil Seal,13.04,8.45,3.75,6.94,2,10,2,47
SM-01144,Cord Grip,15.65,5.68,3.01,3.54,2,1,2,837
SM-01105,Wave Spring,11.64,9.1,4.2,0.89,10,6,1,50
SM-02005,Pop Rivet,12.05,8.57,2.51,7.37,1,1,2,949
SM-00345,Signal Lamp,12.46,10.31,4.17,7.31,8,0,1,413
SM-02888,Extension Spring,9.5,6.01,2.9,3.22,1,3,2,544
SM-03324,Relay 24V,9.73,0.89,1.07,3.61,26,0,4,581
SM-01594,E-Clip,16.78,11.57,3.04,1.85,9,0,1,446
SM-01035,Hex Nut,12.16,9.99,3.56,3.5,1,0,1,430
SM-02621,Set Screw,0.41,2.63,2.89,7.98,28,2,4,267
SM-01550,Retaining Ring,10.95,8.26,4.9,7.32,2,8,2,85
SM-03420,Roll Pin,16.17,5.16,1.3,1.24,9,3,2,581
SM-00947,Flange Nut,0.61,10.01,4.61,4.22,8,6,4,67
SM-01734,Gear,11.63,1.15,1.06,4.48,12,1,4,360
SM-01333,Gas Spring,11.79,1.24,3.38,5.99,5,3,4,163
SM-00795,Knob,1.86,5.23,2.16,3.16,6,1,3,547
SM-01886,Pilot Light,6.95,1.6,1.01,5.48,11,0,4,522
